Timepoint,0,1,2,3,4
,0.7658,-9.339,-15.23,-13.168,-4.6253
,0.72961,-9.4034,-15.334,-13.202,-4.5611
,0.69207,-9.4682,-15.436,-13.236,-4.4982
,0.65325,-9.5333,-15.538,-13.27,-4.4367
,0.6132,-9.5987,-15.638,-13.304,-4.3771
,0.57199,-9.6643,-15.736,-13.337,-4.3194
,0.52968,-9.7299,-15.833,-13.37,-4.264
,0.48632,-9.7956,-15.928,-13.403,-4.2111
,0.44199,-9.8613,-16.021,-13.436,-4.161
,0.39673,-9.9269,-16.113,-13.469,-4.1138
,0.35064,-9.9922,-16.203,-13.501,-4.0697
,0.30384,-10.057,-16.29,-13.534,-4.0287
,0.25642,-10.122,-16.377,-13.567,-3.991
,0.20849,-10.186,-16.461,-13.6,-3.9565
,0.16015,-10.25,-16.543,-13.633,-3.9253
,0.11152,-10.313,-16.624,-13.666,-3.8976
,0.062699,-10.376,-16.703,-13.699,-3.8733
,0.013793,-10.437,-16.78,-13.732,-3.8525
,-0.035104,-10.498,-16.856,-13.766,-3.8352
,-0.083911,-10.558,-16.93,-13.8,-3.8213
,-0.13255,-10.617,-17.002,-13.834,-3.8105
,-0.18095,-10.675,-17.073,-13.868,-3.8027
,-0.22902,-10.732,-17.142,-13.902,-3.7978
,-0.27669,-10.788,-17.21,-13.936,-3.7956
,-0.32388,-10.843,-17.276,-13.97,-3.7959
,-0.37051,-10.897,-17.341,-14.004,-3.7986
,-0.41652,-10.949,-17.405,-14.038,-3.8036
,-0.46187,-11.001,-17.467,-14.071,-3.8104
,-0.50653,-11.051,-17.529,-14.104,-3.8189
,-0.5505,-11.1,-17.589,-14.137,-3.8288
,-0.59374,-11.148,-17.647,-14.169,-3.8398
,-0.63624,-11.196,-17.705,-14.2,-3.8516
,-0.67798,-11.242,-17.762,-14.23,-3.8639
,-0.71893,-11.287,-17.818,-14.259,-3.8765
,-0.75907,-11.331,-17.872,-14.287,-3.889
,-0.79841,-11.374,-17.926,-14.313,-3.9012
,-0.83696,-11.417,-17.979,-14.338,-3.9129
,-0.87474,-11.459,-18.031,-14.362,-3.9238
,-0.91178,-11.499,-18.082,-14.384,-3.9338
,-0.9481,-11.54,-18.132,-14.405,-3.9425
,-0.9837,-11.579,-18.182,-14.423,-3.9498
,-1.0186,-11.618,-18.231,-14.44,-3.9554
,-1.0529,-11.657,-18.279,-14.455,-3.9591
,-1.0865,-11.694,-18.326,-14.467,-3.9607
,-1.1195,-11.732,-18.373,-14.478,-3.9601
,-1.1519,-11.769,-18.419,-14.487,-3.9574
,-1.1837,-11.806,-18.464,-14.493,-3.9524
,-1.2151,-11.842,-18.509,-14.498,-3.9452
,-1.246,-11.878,-18.553,-14.5,-3.9356
,-1.2764,-11.914,-18.597,-14.501,-3.9237
,-1.3064,-11.95,-18.64,-14.499,-3.9094
,-1.336,-11.985,-18.683,-14.496,-3.8926
,-1.3653,-12.021,-18.725,-14.491,-3.8735
,-1.3942,-12.056,-18.767,-14.484,-3.8522
,-1.4229,-12.091,-18.809,-14.475,-3.8288
,-1.4513,-12.126,-18.85,-14.465,-3.8035
,-1.4794,-12.161,-18.891,-14.453,-3.7763
,-1.5073,-12.196,-18.932,-14.44,-3.7474
,-1.5351,-12.231,-18.972,-14.426,-3.717
,-1.5627,-12.266,-19.013,-14.41,-3.6851
,-1.5902,-12.301,-19.053,-14.394,-3.6519
,-1.6175,-12.336,-19.093,-14.377,-3.6176
,-1.6448,-12.371,-19.133,-14.359,-3.5823
,-1.6719,-12.406,-19.172,-14.34,-3.5462
,-1.6991,-12.441,-19.212,-14.321,-3.5095
,-1.7261,-12.475,-19.251,-14.302,-3.4722
,-1.7531,-12.51,-19.291,-14.282,-3.4347
,-1.7802,-12.545,-19.33,-14.262,-3.397
,-4.071,-13.987,-16.724,-10.885,-3.843
,-4.066,-13.993,-16.766,-10.895,-3.8103
,-4.061,-13.999,-16.807,-10.906,-3.7778
,-4.056,-14.004,-16.847,-10.917,-3.7453
,-4.0509,-14.009,-16.888,-10.928,-3.7129
,-4.0457,-14.014,-16.928,-10.94,-3.6806
,-4.0404,-14.018,-16.967,-10.951,-3.6485
,-4.0349,-14.021,-17.006,-10.963,-3.6166
,-4.0292,-14.023,-17.043,-10.975,-3.585
,-4.0234,-14.024,-17.08,-10.988,-3.5537
,-4.0173,-14.023,-17.116,-11.001,-3.5227
,-4.0109,-14.022,-17.15,-11.014,-3.492
,-4.0042,-14.018,-17.184,-11.028,-3.4619
,-3.9972,-14.014,-17.216,-11.042,-3.4322
,-3.9898,-14.007,-17.246,-11.057,-3.4032
,-3.982,-13.999,-17.274,-11.073,-3.3747
,-3.9738,-13.988,-17.301,-11.089,-3.347
,-3.9651,-13.976,-17.326,-11.106,-3.32
,-3.9558,-13.961,-17.349,-11.123,-3.2939
,-3.9461,-13.944,-17.37,-11.142,-3.2686
,-3.9357,-13.925,-17.389,-11.161,-3.2443
,-3.9248,-13.904,-17.406,-11.18,-3.2211
,-3.9132,-13.88,-17.421,-11.2,-3.199
,-3.9009,-13.854,-17.434,-11.221,-3.1781
,-3.888,-13.826,-17.445,-11.242,-3.1584
,-3.8743,-13.795,-17.454,-11.264,-3.1401
,-3.8599,-13.763,-17.461,-11.287,-3.1232
,-3.8447,-13.728,-17.466,-11.31,-3.1077
,-3.8288,-13.691,-17.469,-11.334,-3.0938
,-3.812,-13.652,-17.47,-11.358,-3.0814
,-3.7945,-13.611,-17.469,-11.382,-3.0707
,-3.7763,-13.568,-17.467,-11.407,-3.0616
,-3.7572,-13.524,-17.463,-11.431,-3.0543
,-3.7373,-13.479,-17.458,-11.456,-3.0488
,-3.7166,-13.432,-17.451,-11.481,-3.0451
,-3.6952,-13.384,-17.443,-11.506,-3.0433
,-3.6729,-13.335,-17.434,-11.531,-3.0433
,-3.65,-13.286,-17.424,-11.556,-3.0452
,-3.6263,-13.235,-17.413,-11.581,-3.0489
,-3.6021,-13.184,-17.401,-11.605,-3.0544
,-3.5771,-13.133,-17.389,-11.629,-3.0617
,-3.5517,-13.082,-17.376,-11.653,-3.0708
,-3.5256,-13.03,-17.363,-11.676,-3.0817
,-3.499,-12.979,-17.349,-11.699,-3.0944
,-3.472,-12.928,-17.335,-11.72,-3.1087
,-3.4447,-12.877,-17.321,-11.742,-3.1245
,-3.417,-12.827,-17.307,-11.762,-3.1418
,-3.3891,-12.777,-17.292,-11.782,-3.1604
,-3.361,-12.728,-17.277,-11.801,-3.1803
,-3.3329,-12.679,-17.262,-11.82,-3.2013
,-3.3047,-12.632,-17.247,-11.837,-3.2233
,-3.2766,-12.585,-17.232,-11.854,-3.2462
,-3.2485,-12.539,-17.217,-11.87,-3.2698
,-3.2207,-12.493,-17.202,-11.885,-3.2941
,-3.1931,-12.449,-17.186,-11.899,-3.3188
,-3.1657,-12.405,-17.17,-11.912,-3.3439
,-3.1386,-12.362,-17.153,-11.925,-3.3691
,-3.112,-12.319,-17.136,-11.937,-3.3943
,-3.0857,-12.277,-17.119,-11.948,-3.4193
,-3.0599,-12.236,-17.1,-11.958,-3.444
,-3.0346,-12.195,-17.081,-11.968,-3.4682
,-3.0098,-12.154,-17.06,-11.977,-3.492
,-2.9853,-12.113,-17.039,-11.985,-3.5151
,-2.9611,-12.073,-17.016,-11.993,-3.5375
,-2.9372,-12.033,-16.991,-12,-3.5591
,-2.9135,-11.992,-16.965,-12.006,-3.5799
,-2.8899,-11.951,-16.937,-12.012,-3.5997
,-2.8663,-11.91,-16.908,-12.018,-3.6185
,-2.8427,-11.868,-16.876,-12.023,-3.6362
,-2.819,-11.826,-16.841,-12.028,-3.6528
,-2.7948,-11.783,-16.805,-12.032,-3.6685
,-2.7699,-11.739,-16.765,-12.036,-3.6833
,-2.7441,-11.694,-16.723,-12.039,-3.6973
,-2.7172,-11.648,-16.679,-12.042,-3.7106
,-2.6889,-11.6,-16.631,-12.044,-3.7233
,-2.6591,-11.551,-16.581,-12.046,-3.7354
,-2.6274,-11.501,-16.527,-12.048,-3.747
,-2.5937,-11.449,-16.47,-12.049,-3.7583
,-2.5576,-11.396,-16.41,-12.049,-3.7695
,-2.5188,-11.341,-16.346,-12.049,-3.7806
,-2.4771,-11.284,-16.279,-12.049,-3.792
,-2.4321,-11.225,-16.209,-12.048,-3.8038
,-2.3836,-11.164,-16.135,-12.046,-3.8162
,-2.3313,-11.102,-16.058,-12.044,-3.8293
,-2.2749,-11.038,-15.978,-12.041,-3.8434
,-2.2141,-10.971,-15.895,-12.037,-3.8586
,-2.1487,-10.903,-15.808,-12.032,-3.875
,-2.0787,-10.832,-15.718,-12.027,-3.8927
,-2.004,-10.76,-15.625,-12.02,-3.9117
,-1.9244,-10.685,-15.529,-12.013,-3.9323
,-1.8398,-10.609,-15.431,-12.005,-3.9544
,-1.75,-10.531,-15.33,-11.995,-3.9781
,-1.655,-10.451,-15.227,-11.985,-4.0036
,-1.5547,-10.369,-15.122,-11.974,-4.0309
,-1.4491,-10.285,-15.014,-11.961,-4.0599
,-1.3385,-10.199,-14.905,-11.948,-4.0906
,-1.2231,-10.112,-14.795,-11.933,-4.1226
,-1.1031,-10.024,-14.683,-11.917,-4.1559
,-0.9788,-9.9337,-14.57,-11.9,-4.1904
,-0.85034,-9.8425,-14.457,-11.881,-4.2258
,-0.71799,-9.7499,-14.343,-11.862,-4.2621
,-0.58197,-9.6563,-14.23,-11.841,-4.2989
,-0.44258,-9.5616,-14.116,-11.819,-4.3363
,-0.30029,-9.4661,-14.004,-11.796,-4.3738
,-0.15557,-9.3698,-13.892,-11.771,-4.4112
,-0.0088954,-9.2729,-13.781,-11.746,-4.4481
,0.13925,-9.1755,-13.672,-11.719,-4.4843
,0.2884,-9.0779,-13.564,-11.692,-4.5194
,0.43807,-8.98,-13.459,-11.663,-4.5532
,0.58778,-8.8822,-13.356,-11.633,-4.5854
,0.73707,-8.7844,-13.255,-11.602,-4.6156
,0.88549,-8.6868,-13.157,-11.571,-4.6437
,1.0326,-8.5897,-13.063,-11.538,-4.6695
,1.178,-8.4931,-12.971,-11.505,-4.6927
,1.3212,-8.3972,-12.883,-11.471,-4.7132
,1.4618,-8.3021,-12.798,-11.437,-4.7309
,1.5994,-8.208,-12.717,-11.402,-4.7455
,1.7334,-8.115,-12.639,-11.366,-4.7569
,1.8636,-8.0233,-12.566,-11.33,-4.7648
,1.9896,-7.933,-12.496,-11.294,-4.7693
,2.1113,-7.8443,-12.43,-11.257,-4.7704
,2.2284,-7.7571,-12.367,-11.22,-4.7683
,2.3409,-7.6717,-12.308,-11.183,-4.763
,2.4485,-7.5881,-12.253,-11.146,-4.7548
,2.5513,-7.5066,-12.2,-11.108,-4.7436
,2.6489,-7.4271,-12.151,-11.071,-4.7297
,2.7413,-7.3498,-12.105,-11.034,-4.7132
,2.8283,-7.2748,-12.062,-10.997,-4.6941
,2.9101,-7.2022,-12.021,-10.961,-4.6729
,2.9868,-7.1319,-11.983,-10.924,-4.6497
,3.0585,-7.0642,-11.947,-10.888,-4.6249
,3.1254,-6.999,-11.912,-10.852,-4.5989
,3.1875,-6.9363,-11.879,-10.816,-4.5719
,3.245,-6.8763,-11.847,-10.78,-4.5442
,3.298,-6.8189,-11.816,-10.745,-4.5162
,3.3466,-6.7643,-11.786,-10.71,-4.4881
,3.3911,-6.7124,-11.756,-10.675,-4.4602
,3.4317,-6.6633,-11.725,-10.64,-4.4327
,3.4685,-6.6168,-11.695,-10.605,-4.4059
,3.502,-6.5729,-11.664,-10.57,-4.38
,3.5321,-6.5317,-11.632,-10.536,-4.3551
,3.5593,-6.4931,-11.599,-10.5,-4.3317
,3.5837,-6.4571,-11.564,-10.465,-4.3098
,3.6055,-6.4236,-11.528,-10.429,-4.2897
,3.625,-6.3926,-11.49,-10.392,-4.2715
,3.6424,-6.3641,-11.45,-10.355,-4.2553
,3.6577,-6.3378,-11.407,-10.317,-4.241
,3.6713,-6.3136,-11.363,-10.278,-4.2285
,3.6833,-6.2916,-11.316,-10.237,-4.2179
,3.6938,-6.2714,-11.266,-10.196,-4.2091
,3.7031,-6.2532,-11.214,-10.152,-4.2021
,3.7113,-6.2366,-11.16,-10.107,-4.1969
,3.7185,-6.2217,-11.102,-10.06,-4.1934
,3.725,-6.2082,-11.042,-10.011,-4.1914
,3.7307,-6.196,-10.979,-9.9602,-4.1909
,3.7359,-6.1849,-10.913,-9.9068,-4.1916
,3.7405,-6.1747,-10.845,-9.8511,-4.1933
,3.7447,-6.1653,-10.774,-9.7929,-4.1959
,3.7486,-6.1565,-10.701,-9.7322,-4.1991
,3.7522,-6.1481,-10.625,-9.6689,-4.2029
,3.7557,-6.1399,-10.547,-9.6027,-4.2069
,3.7592,-6.1318,-10.466,-9.5338,-4.2112
,3.7626,-6.1235,-10.384,-9.4623,-4.2154
,3.7661,-6.1149,-10.299,-9.3881,-4.2196
,3.7697,-6.1058,-10.213,-9.3115,-4.2236
,3.7734,-6.096,-10.124,-9.2326,-4.2273
,3.7774,-6.0852,-10.035,-9.1514,-4.2306
,3.7816,-6.0733,-9.9436,-9.0681,-4.2333
,3.7862,-6.0602,-9.8512,-8.9828,-4.2354
,3.7911,-6.0455,-9.7577,-8.8956,-4.2367
,3.7965,-6.0292,-9.6631,-8.8068,-4.2374
,3.8023,-6.011,-9.5678,-8.7167,-4.2373
,3.8087,-5.9909,-9.4717,-8.6257,-4.2367
,3.8157,-5.9687,-9.3751,-8.5341,-4.2356
,3.8234,-5.9441,-9.2781,-8.4422,-4.234
,3.8317,-5.9171,-9.1809,-8.3503,-4.232
,3.8409,-5.8875,-9.0835,-8.2588,-4.2297
,3.8509,-5.8552,-8.9861,-8.168,-4.227
,3.8618,-5.8199,-8.8889,-8.0781,-4.2242
,3.8736,-5.7818,-8.7918,-7.9895,-4.2213
,3.8865,-5.7407,-8.6951,-7.9025,-4.2185
,3.9004,-5.6966,-8.5988,-7.8175,-4.2158
,3.9154,-5.6494,-8.5029,-7.7346,-4.2135
,3.9316,-5.5991,-8.4076,-7.6543,-4.2117
,3.9491,-5.5456,-8.313,-7.5769,-4.2104
,3.9679,-5.4889,-8.2191,-7.5026,-4.2099
,3.988,-5.4289,-8.126,-7.4316,-4.2101
,4.0095,-5.3658,-8.0337,-7.3641,-4.2112
,4.0324,-5.2996,-7.9422,-7.3,-4.2131
,4.0567,-5.2304,-7.8516,-7.2394,-4.2159
,4.0826,-5.1584,-7.7618,-7.1823,-4.2196
,4.1099,-5.0835,-7.6729,-7.1288,-4.2243
,4.1388,-5.006,-7.5849,-7.0788,-4.2299
,4.1692,-4.9259,-7.4978,-7.0326,-4.2365
,4.2013,-4.8432,-7.4116,-6.9899,-4.2441
,4.2349,-4.7583,-7.3262,-6.9507,-4.2525
,4.2701,-4.6712,-7.2417,-6.9146,-4.2617
,4.3068,-4.5821,-7.158,-6.8814,-4.2715
,4.345,-4.4914,-7.0752,-6.8508,-4.2817
,4.3846,-4.3991,-6.9931,-6.8224,-4.2922
,4.4257,-4.3054,-6.9117,-6.7961,-4.3029
,4.4683,-4.2106,-6.8311,-6.7715,-4.3136
,4.5122,-4.1149,-6.7511,-6.7484,-4.3242
,4.5574,-4.0184,-6.6719,-6.7263,-4.3344
,4.6039,-3.9212,-6.5933,-6.7051,-4.3442
,4.6514,-3.8237,-6.5154,-6.6842,-4.3532
,4.7,-3.7258,-6.4382,-6.6634,-4.3612
,4.7495,-3.6278,-6.3617,-6.6422,-4.3681
,4.7999,-3.5299,-6.2859,-6.6203,-4.3737
,4.8509,-3.4322,-6.2107,-6.5974,-4.3776
,4.9025,-3.3349,-6.1363,-6.573,-4.3798
,4.9546,-3.2381,-6.0626,-6.5468,-4.38
,5.0071,-3.1418,-5.9897,-6.5187,-4.3781
,5.0597,-3.0461,-5.9176,-6.4885,-4.3739
,5.1123,-2.9509,-5.8465,-6.4559,-4.3674
,5.1647,-2.8563,-5.7763,-6.4209,-4.3584
,5.2168,-2.7623,-5.7072,-6.3833,-4.3468
,5.2684,-2.6689,-5.6392,-6.3428,-4.3325
,5.3192,-2.5761,-5.5724,-6.2994,-4.3153
,5.3692,-2.4839,-5.5068,-6.2528,-4.2951
,5.4182,-2.3923,-5.4426,-6.2032,-4.272
,5.466,-2.301,-5.3797,-6.1505,-4.2459
,5.5124,-2.2101,-5.3183,-6.095,-4.217
,5.5572,-2.1192,-5.2583,-6.0367,-4.1853
,5.6003,-2.0284,-5.1998,-5.9758,-4.1508
,5.6414,-1.9375,-5.1428,-5.9124,-4.1137
,5.6804,-1.8464,-5.0875,-5.8466,-4.0739
,5.7172,-1.7548,-5.0338,-5.7786,-4.0315
,5.7516,-1.6628,-4.9818,-5.7085,-3.9866
,5.7834,-1.5702,-4.9312,-5.6367,-3.9395
,5.8126,-1.4768,-4.8821,-5.5633,-3.8904
,5.8391,-1.3825,-4.8342,-5.4888,-3.8395
,5.8628,-1.2872,-4.7874,-5.4134,-3.787
,5.8836,-1.1908,-4.7416,-5.3374,-3.7332
,5.9014,-1.0931,-4.6967,-5.2611,-3.6782
,5.9161,-0.99399,-4.6524,-5.1849,-3.6224
,5.9277,-0.89336,-4.6087,-5.1089,-3.566
,5.9362,-0.79121,-4.5652,-5.0336,-3.5092
,5.9416,-0.68752,-4.5215,-4.9592,-3.4524
,5.944,-0.58231,-4.4773,-4.886,-3.396
,5.9435,-0.47557,-4.4321,-4.8142,-3.3402
,5.9402,-0.36732,-4.3856,-4.7443,-3.2853
,5.934,-0.25754,-4.3373,-4.6764,-3.2318
,5.9252,-0.14626,-4.2869,-4.6109,-3.1798
,5.9136,-0.033481,-4.234,-4.5481,-3.1298
,5.8995,0.080726,-4.1782,-4.4881,-3.0821
,5.8831,0.19622,-4.119,-4.4312,-3.0368
,5.8646,0.31284,-4.056,-4.3775,-2.9944
,5.8441,0.43046,-3.9888,-4.3272,-2.955
,5.8218,0.54893,-3.9169,-4.2804,-2.919
,5.798,0.66811,-3.84,-4.2372,-2.8865
